location,context,source,target
AchievementAchievement.csv,desc_jp,段位戦・四人麻雀の対局で、終局時に3位以上を1回獲得する,段位戦・四人麻雀の対局で、終局時に3位以上を1回獲得する
AchievementAchievement.csv,name_jp,四象・状況把握,四象・状況把握
AchievementAchievement.csv,desc_jp,段位戦・四人麻雀の対局で、終局時に3位以上を連続5回獲得する,段位戦・四人麻雀の対局で、終局時に3位以上を連続5回獲得する
AchievementAchievement.csv,name_jp,四象・無敗の伝説,四象・無敗の伝説
AchievementAchievement.csv,desc_jp,段位戦・四人麻雀の対局で、終局時に3位以上を連続10回獲得する,段位戦・四人麻雀の対局で、終局時に3位以上を連続10回獲得する
AchievementAchievement.csv,name_jp,三垣・新進気鋭,三垣・新進気鋭
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に1位を1回獲得する,段位戦・三人麻雀の対局で、終局時に1位を1回獲得する
AchievementAchievement.csv,name_jp,三垣・破竹之勢,三垣・破竹之勢
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に1位を連続3回獲得する,段位戦・三人麻雀の対局で、終局時に1位を連続3回獲得する
AchievementAchievement.csv,name_jp,三垣・絶好調,三垣・絶好調
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に1位を連続5回獲得する,段位戦・三人麻雀の対局で、終局時に1位を連続5回獲得する
AchievementAchievement.csv,name_jp,三垣・三十六計逃げるに如かず,三垣・三十六計逃げるに如かず
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に2位以上を1回獲得する,段位戦・三人麻雀の対局で、終局時に2位以上を1回獲得する
AchievementAchievement.csv,name_jp,三垣・状況把握,三垣・状況把握
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に2位以上を連続5回獲得する,段位戦・三人麻雀の対局で、終局時に2位以上を連続5回獲得する
AchievementAchievement.csv,name_jp,三垣・無敗の伝説,三垣・無敗の伝説
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に2位以上を連続10回獲得する,段位戦・三人麻雀の対局で、終局時に2位以上を連続10回獲得する
AchievementAchievement.csv,name_jp,自分自身で成すべきこと,自分自身で成すべきこと
AchievementAchievement.csv,desc_jp,段位戦の対局で、「門前清自摸和」を1回和了する,段位戦の対局で、「門前清自摸和」を1回和了する
AchievementAchievement.csv,name_jp,宣戦布告,宣戦布告
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を1回和了する,段位戦の対局で、「立直」を1回和了する
AchievementAchievement.csv,name_jp,その槓成立せず！,その槓成立せず！
AchievementAchievement.csv,desc_jp,段位戦の対局で、「槍槓」を1回和了する,段位戦の対局で、「槍槓」を1回和了する
AchievementAchievement.csv,name_jp,高嶺の花,高嶺の花
AchievementAchievement.csv,desc_jp,段位戦の対局で、「嶺上開花」を1回和了する,段位戦の対局で、「嶺上開花」を1回和了する
AchievementAchievement.csv,name_jp,海底に映る美しい月,海底に映る美しい月
AchievementAchievement.csv,desc_jp,段位戦の対局で、「海底撈月」を1回和了する,段位戦の対局で、「海底撈月」を1回和了する
AchievementAchievement.csv,name_jp,美味しい魚は河底にあり,美味しい魚は河底にあり
AchievementAchievement.csv,desc_jp,段位戦の対局で、「河底撈魚」を1回和了する,段位戦の対局で、「河底撈魚」を1回和了する
AchievementAchievement.csv,name_jp,雪膚,雪膚
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を1回和了する,段位戦の対局で、「役牌：白」を1回和了する
AchievementAchievement.csv,name_jp,青糸,青糸
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を1回和了する,段位戦の対局で、「役牌：発」を1回和了する
AchievementAchievement.csv,name_jp,朱唇,朱唇
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を1回和了する,段位戦の対局で、「役牌：中」を1回和了する
AchievementAchievement.csv,name_jp,一方通行,一方通行
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：自風牌」を1回和了する,段位戦の対局で、「役牌：自風牌」を1回和了する
AchievementAchievement.csv,name_jp,四方の旅人,四方の旅人
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：場風牌」を1回和了する,段位戦の対局で、「役牌：場風牌」を1回和了する
AchievementAchievement.csv,name_jp,タンニャオにゃ！！,タンニャオにゃ！！
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を1回和了する,段位戦の対局で、「断幺九」を1回和了する
AchievementAchievement.csv,name_jp,コピー機,コピー機
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一盃口」を1回和了する,段位戦の対局で、「一盃口」を1回和了する
AchievementAchievement.csv,name_jp,心の平和,心の平和
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を1回和了する,段位戦の対局で、「平和」を1回和了する
AchievementAchievement.csv,name_jp,変なのが混ざっちゃった,変なのが混ざっちゃった
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混全帯幺九」を1回和了する,段位戦の対局で、「混全帯幺九」を1回和了する
AchievementAchievement.csv,name_jp,☆123456789☆,☆123456789☆
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一気通貫」を1回和了する,段位戦の対局で、「一気通貫」を1回和了する
AchievementAchievement.csv,name_jp,語呂がいい役名その一,語呂がいい役名その一
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三色同順」を1回和了する,段位戦の対局で、「三色同順」を1回和了する
AchievementAchievement.csv,name_jp,役満失敗の慰め,役満失敗の慰め
AchievementAchievement.csv,desc_jp,段位戦の対局で、「ダブル立直」を1回和了する,段位戦の対局で、「ダブル立直」を1回和了する
AchievementAchievement.csv,name_jp,知らない子ですね,知らない子ですね
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三色同刻」を1回和了する,段位戦の対局で、「三色同刻」を1回和了する
AchievementAchievement.csv,name_jp,混沌にして悪,混沌にして悪
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三槓子」を1回和了する,段位戦の対局で、「三槓子」を1回和了する
AchievementAchievement.csv,name_jp,ポンポンポン,ポンポンポン
AchievementAchievement.csv,desc_jp,段位戦の対局で、「対々和」を1回和了する,段位戦の対局で、「対々和」を1回和了する
AchievementAchievement.csv,name_jp,これ四暗刻じゃないんだ,これ四暗刻じゃないんだ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三暗刻」を1回和了する,段位戦の対局で、「三暗刻」を1回和了する
AchievementAchievement.csv,name_jp,怖かった？,怖かった？
AchievementAchievement.csv,desc_jp,段位戦の対局で、「小三元」を1回和了する,段位戦の対局で、「小三元」を1回和了する
AchievementAchievement.csv,name_jp,字牌は嫌だ…,字牌は嫌だ…
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混老頭」を1回和了する,段位戦の対局で、「混老頭」を1回和了する
AchievementAchievement.csv,name_jp,両手に花,両手に花
AchievementAchievement.csv,desc_jp,段位戦の対局で、「七対子」を1回和了する,段位戦の対局で、「七対子」を1回和了する
AchievementAchievement.csv,name_jp,純潔無垢,純潔無垢
AchievementAchievement.csv,desc_jp,段位戦の対局で、「純全帯幺九」を1回和了する,段位戦の対局で、「純全帯幺九」を1回和了する
AchievementAchievement.csv,name_jp,左から切る,左から切る
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を1回和了する,段位戦の対局で、「混一色」を1回和了する
AchievementAchievement.csv,name_jp,七対子って言ってたのに！,七対子って言ってたのに！
AchievementAchievement.csv,desc_jp,段位戦の対局で、「二盃口」を1回和了する,段位戦の対局で、「二盃口」を1回和了する
AchievementAchievement.csv,name_jp,何を待っているんだろう,何を待っているんだろう
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清一色」を1回和了する,段位戦の対局で、「清一色」を1回和了する
AchievementAchievement.csv,name_jp,未来予知,未来予知
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を1回和了する,段位戦の対局で、「一発」を1回和了する
AchievementAchievement.csv,name_jp,キラキラ,キラキラ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「ドラ」を1回和了する,段位戦の対局で、「ドラ」を1回和了する
AchievementAchievement.csv,name_jp,赤いキラキラ,赤いキラキラ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「赤ドラ」を1回和了する,段位戦の対局で、「赤ドラ」を1回和了する
AchievementAchievement.csv,name_jp,隠されたキラキラ,隠されたキラキラ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「裏ドラ」を1回和了する,段位戦の対局で、「裏ドラ」を1回和了する
AchievementAchievement.csv,name_jp,明かされたキラキラ,明かされたキラキラ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「抜きドラ」を1回和了する,段位戦の対局で、「抜きドラ」を1回和了する
AchievementAchievement.csv,name_jp,君の聴牌は何の意味もない,君の聴牌は何の意味もない
AchievementAchievement.csv,desc_jp,段位戦の対局で、「流し満貫」を1回達成する,段位戦の対局で、「流し満貫」を1回達成する
AchievementAchievement.csv,name_jp,私の10000点どこいった？,私の10000点どこいった？
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を10回和了する,段位戦の対局で、「立直」を10回和了する
AchievementAchievement.csv,name_jp,私の100000点どこいった？,私の100000点どこいった？
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を100回和了する,段位戦の対局で、「立直」を100回和了する
AchievementAchievement.csv,name_jp,運命予知,運命予知
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を10回和了する,段位戦の対局で、「一発」を10回和了する
AchievementAchievement.csv,name_jp,量子コンピューター,量子コンピューター
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を100回和了する,段位戦の対局で、「一発」を100回和了する
AchievementAchievement.csv,name_jp,心身平静,心身平静
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を10回和了する,段位戦の対局で、「平和」を10回和了する
AchievementAchievement.csv,name_jp,世界平和,世界平和
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を100回和了する,段位戦の対局で、「平和」を100回和了する
AchievementAchievement.csv,name_jp,タンニャオにゃにゃ！！,タンニャオにゃにゃ！！
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を10回和了する,段位戦の対局で、「断幺九」を10回和了する
AchievementAchievement.csv,name_jp,タンニャオにゃにゃにゃ！！,タンニャオにゃにゃにゃ！！
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を100回和了する,段位戦の対局で、「断幺九」を100回和了する
AchievementAchievement.csv,name_jp,ひたすら左から切ればいい,ひたすら左から切ればいい
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を10回和了する,段位戦の対局で、「混一色」を10回和了する
AchievementAchievement.csv,name_jp,ただひたすら左から切るのみ,ただひたすら左から切るのみ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を100回和了する,段位戦の対局で、「混一色」を100回和了する
AchievementAchievement.csv,name_jp,いったい何を待っているんだろう,いったい何を待っているんだろう
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清一色」を10回和了する,段位戦の対局で、「清一色」を10回和了する
AchievementAchievement.csv,name_jp,東風の願いⅠ,東風の願いⅠ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を5回和了する,段位戦の対局で、「役牌：東」を5回和了する
AchievementAchievement.csv,name_jp,東風の願いⅡ,東風の願いⅡ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を50回和了する,段位戦の対局で、「役牌：東」を50回和了する
AchievementAchievement.csv,name_jp,東風の願いⅢ,東風の願いⅢ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を100回和了する,段位戦の対局で、「役牌：東」を100回和了する
AchievementAchievement.csv,name_jp,東風の願いⅣ,東風の願いⅣ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を500回和了する,段位戦の対局で、「役牌：東」を500回和了する
AchievementAchievement.csv,name_jp,南風の温もりⅠ,南風の温もりⅠ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を5回和了する,段位戦の対局で、「役牌：南」を5回和了する
AchievementAchievement.csv,name_jp,南風の温もりⅡ,南風の温もりⅡ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を50回和了する,段位戦の対局で、「役牌：南」を50回和了する
AchievementAchievement.csv,name_jp,南風の温もりⅢ,南風の温もりⅢ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を100回和了する,段位戦の対局で、「役牌：南」を100回和了する
AchievementAchievement.csv,name_jp,南風の温もりⅣ,南風の温もりⅣ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を500回和了する,段位戦の対局で、「役牌：南」を500回和了する
AchievementAchievement.csv,name_jp,西風の野性Ⅰ,西風の野性Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を5回和了する,段位戦の対局で、「役牌：西」を5回和了する
AchievementAchievement.csv,name_jp,西風の野性Ⅱ,西風の野性Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を50回和了する,段位戦の対局で、「役牌：西」を50回和了する
AchievementAchievement.csv,name_jp,西風の野性Ⅲ,西風の野性Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を100回和了する,段位戦の対局で、「役牌：西」を100回和了する
AchievementAchievement.csv,name_jp,西風の野性Ⅳ,西風の野性Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を500回和了する,段位戦の対局で、「役牌：西」を500回和了する
AchievementAchievement.csv,name_jp,北風の凛冽Ⅰ,北風の凛冽Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を5回和了する,段位戦の対局で、「役牌：北」を5回和了する
AchievementAchievement.csv,name_jp,北風の凛冽Ⅱ,北風の凛冽Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を50回和了する,段位戦の対局で、「役牌：北」を50回和了する
AchievementAchievement.csv,name_jp,北風の凛冽Ⅲ,北風の凛冽Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を100回和了する,段位戦の対局で、「役牌：北」を100回和了する
AchievementAchievement.csv,name_jp,北風の凛冽Ⅳ,北風の凛冽Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を500回和了する,段位戦の対局で、「役牌：北」を500回和了する
AchievementAchievement.csv,name_jp,雪膚花貌Ⅰ,雪膚花貌Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を5回和了する,段位戦の対局で、「役牌：白」を5回和了する
AchievementAchievement.csv,name_jp,雪膚花貌Ⅱ,雪膚花貌Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を50回和了する,段位戦の対局で、「役牌：白」を50回和了する
AchievementAchievement.csv,name_jp,雪膚花貌Ⅲ,雪膚花貌Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を100回和了する,段位戦の対局で、「役牌：白」を100回和了する
AchievementAchievement.csv,name_jp,雪膚花貌Ⅳ,雪膚花貌Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を500回和了する,段位戦の対局で、「役牌：白」を500回和了する
AchievementAchievement.csv,name_jp,青糸黒髪Ⅰ,青糸黒髪Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を5回和了する,段位戦の対局で、「役牌：発」を5回和了する
AchievementAchievement.csv,name_jp,青糸黒髪Ⅱ,青糸黒髪Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を50回和了する,段位戦の対局で、「役牌：発」を50回和了する
AchievementAchievement.csv,name_jp,青糸黒髪Ⅲ,青糸黒髪Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を100回和了する,段位戦の対局で、「役牌：発」を100回和了する
AchievementAchievement.csv,name_jp,青糸黒髪Ⅳ,青糸黒髪Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を500回和了する,段位戦の対局で、「役牌：発」を500回和了する
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅰ,朱唇皓歯Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を5回和了する,段位戦の対局で、「役牌：中」を5回和了する
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅱ,朱唇皓歯Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を50回和了する,段位戦の対局で、「役牌：中」を50回和了する
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅲ,朱唇皓歯Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を100回和了する,段位戦の対局で、「役牌：中」を100回和了する
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅳ,朱唇皓歯Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を500回和了する,段位戦の対局で、「役牌：中」を500回和了する
AchievementAchievement.csv,name_jp,四方風神,四方風神
AchievementAchievement.csv,desc_jp,東風の願いⅢ・南風の温もりⅢ・西風の野性Ⅲ・北風の凛冽Ⅲを達成する,東風の願いⅢ・南風の温もりⅢ・西風の野性Ⅲ・北風の凛冽Ⅲを達成する
AchievementAchievement.csv,name_jp,傾国の美貌,傾国の美貌
AchievementAchievement.csv,desc_jp,雪膚花貌Ⅲ・青糸黒髪Ⅲ・朱唇皓歯Ⅲを達成する,雪膚花貌Ⅲ・青糸黒髪Ⅲ・朱唇皓歯Ⅲを達成する
AchievementAchievement.csv,name_jp,1飜役種全種制覇！,1飜役種全種制覇！
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての1飜の役を1回ずつ和了する,段位戦の対局で、すべての1飜の役を1回ずつ和了する
AchievementAchievement.csv,name_jp,2飜役種全種制覇！,2飜役種全種制覇！
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての2飜の役を1回ずつ和了する,段位戦の対局で、すべての2飜の役を1回ずつ和了する
AchievementAchievement.csv,name_jp,3-6飜役種全種制覇！,3-6飜役種全種制覇！
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての3-6飜の役を1回ずつ和了する,段位戦の対局で、すべての3-6飜の役を1回ずつ和了する
AchievementAchievement.csv,name_jp,天の加護,天の加護
AchievementAchievement.csv,desc_jp,段位戦の対局で、「天和」を1回和了する,段位戦の対局で、「天和」を1回和了する
AchievementAchievement.csv,name_jp,地の加護,地の加護
AchievementAchievement.csv,desc_jp,段位戦の対局で、「地和」を1回和了する,段位戦の対局で、「地和」を1回和了する
AchievementAchievement.csv,name_jp,三位一体,三位一体
AchievementAchievement.csv,desc_jp,段位戦の対局で、「大三元」を1回和了する,段位戦の対局で、「大三元」を1回和了する
AchievementAchievement.csv,name_jp,深謀遠慮,深謀遠慮
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四暗刻」を1回和了する,段位戦の対局で、「四暗刻」を1回和了する
AchievementAchievement.csv,name_jp,一色通行,一色通行
AchievementAchievement.csv,desc_jp,段位戦の対局で、「字一色」を1回和了する,段位戦の対局で、「字一色」を1回和了する
AchievementAchievement.csv,name_jp,世界巨樹,世界巨樹
AchievementAchievement.csv,desc_jp,段位戦の対局で、「緑一色」を1回和了する,段位戦の対局で、「緑一色」を1回和了する
AchievementAchievement.csv,name_jp,五芒の輝き,五芒の輝き
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清老頭」を1回和了する,段位戦の対局で、「清老頭」を1回和了する
AchievementAchievement.csv,name_jp,国士無双,国士無双
AchievementAchievement.csv,desc_jp,段位戦の対局で、「国士無双」を1回和了する,段位戦の対局で、「国士無双」を1回和了する
AchievementAchievement.csv,name_jp,風神の祈り,風神の祈り
AchievementAchievement.csv,desc_jp,段位戦の対局で、「小四喜」を1回和了する,段位戦の対局で、「小四喜」を1回和了する
AchievementAchievement.csv,name_jp,十八羅漢,十八羅漢
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四槓子」を1回和了する,段位戦の対局で、「四槓子」を1回和了する
AchievementAchievement.csv,name_jp,九仞之功,九仞之功
AchievementAchievement.csv,desc_jp,段位戦の対局で、「九蓮宝燈」を1回和了する,段位戦の対局で、「九蓮宝燈」を1回和了する
AchievementAchievement.csv,name_jp,九品蓮台,九品蓮台
AchievementAchievement.csv,desc_jp,段位戦の対局で、「純正九蓮宝燈」を1回和了する,段位戦の対局で、「純正九蓮宝燈」を1回和了する
AchievementAchievement.csv,name_jp,一撃必殺,一撃必殺
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四暗刻単騎」を1回和了する,段位戦の対局で、「四暗刻単騎」を1回和了する
AchievementAchievement.csv,name_jp,全面聴牌,全面聴牌
AchievementAchievement.csv,desc_jp,段位戦の対局で、「国士無双十三面待ち」を1回和了する,段位戦の対局で、「国士無双十三面待ち」を1回和了する
AchievementAchievement.csv,name_jp,風神召喚,風神召喚
AchievementAchievement.csv,desc_jp,段位戦の対局で、「大四喜」を1回和了する,段位戦の対局で、「大四喜」を1回和了する
AchievementAchievement.csv,name_jp,団結の力,団結の力
AchievementAchievement.csv,desc_jp,段位戦の対局で、数え役満を1回和了する,段位戦の対局で、数え役満を1回和了する
AchievementAchievement.csv,name_jp,天佑神助,天佑神助
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての役満を1回ずつ和了する,段位戦の対局で、すべての役満を1回ずつ和了する
AchievementAchievement.csv,name_jp,降臨する祈り,降臨する祈り
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を1回和了する（数え役満を含む）,段位戦の対局で、役満を1回和了する（数え役満を含む）
AchievementAchievement.csv,name_jp,駆け巡る祈り,駆け巡る祈り
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を10回和了する（数え役満を含む）,段位戦の対局で、役満を10回和了する（数え役満を含む）
AchievementAchievement.csv,name_jp,祈りと共に,祈りと共に
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を100回和了する（数え役満を含む）,段位戦の対局で、役満を100回和了する（数え役満を含む）
AchievementAchievement.csv,name_jp,龍の誕生,龍の誕生
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を10回する,段位戦の対局で、ロン和了を10回する
AchievementAchievement.csv,name_jp,龍の吐息,龍の吐息
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を100回する,段位戦の対局で、ロン和了を100回する
AchievementAchievement.csv,name_jp,龍の囁き,龍の囁き
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を1000回する,段位戦の対局で、ロン和了を1000回する
AchievementAchievement.csv,name_jp,龍の咆哮,龍の咆哮
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を5000回する,段位戦の対局で、ロン和了を5000回する
AchievementAchievement.csv,name_jp,鳳の誕生,鳳の誕生
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を10回する,段位戦の対局で、ツモ和了を10回する
AchievementAchievement.csv,name_jp,鳳の吐息,鳳の吐息
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を100回する,段位戦の対局で、ツモ和了を100回する
AchievementAchievement.csv,name_jp,鳳の囁き,鳳の囁き
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を1000回する,段位戦の対局で、ツモ和了を1000回する
AchievementAchievement.csv,name_jp,鳳の高鳴き,鳳の高鳴き
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を5000回する,段位戦の対局で、ツモ和了を5000回する
AchievementAchievement.csv,name_jp,初陣,初陣
AchievementAchievement.csv,desc_jp,段位戦で1回対局する,段位戦で1回対局する
AchievementAchievement.csv,name_jp,一人前,一人前
AchievementAchievement.csv,desc_jp,段位戦で10回対局する,段位戦で10回対局する
AchievementAchievement.csv,name_jp,百戦錬磨,百戦錬磨
AchievementAchievement.csv,desc_jp,段位戦で100回対局する,段位戦で100回対局する
AchievementAchievement.csv,name_jp,千磨百錬,千磨百錬
AchievementAchievement.csv,desc_jp,段位戦で1000回対局する,段位戦で1000回対局する
AchievementAchievement.csv,name_jp,勇往邁進,勇往邁進
AchievementAchievement.csv,desc_jp,段位戦で3000回対局する,段位戦で3000回対局する
AchievementAchievement.csv,name_jp,画龍点睛,画龍点睛
AchievementAchievement.csv,desc_jp,段位戦で5000回対局する,段位戦で5000回対局する
AchievementAchievement.csv,name_jp,四象・初陣,四象・初陣
