location,context,source,target
EventsBaseTask.csv,desc_jp,白,白
EventsBaseTask.csv,desc_jp,发,发
EventsBaseTask.csv,desc_jp,中,中
EventsBaseTask.csv,desc_jp,自风,自风
EventsBaseTask.csv,desc_jp,场风,场风
EventsBaseTask.csv,desc_jp,混全带幺九,混全带幺九
EventsBaseTask.csv,desc_jp,混老头,混老头
EventsBaseTask.csv,desc_jp,小三元,小三元
EventsBaseTask.csv,desc_jp,混一色,混一色
EventsBaseTask.csv,desc_jp,大三元,大三元
EventsBaseTask.csv,desc_jp,字一色,字一色
EventsBaseTask.csv,desc_jp,小四喜,小四喜
EventsBaseTask.csv,desc_jp,大四喜,大四喜
EventsBaseTask.csv,desc_jp,四暗刻单器,四暗刻单器
EventsBaseTask.csv,desc_jp,一発・裏ドラのいずれかを含めて1回あがる,一発・裏ドラのいずれかを含めて1回あがる
EventsBaseTask.csv,desc_jp,門前清自摸和・平和のいずれかを含めて1回あがる,門前清自摸和・平和のいずれかを含めて1回あがる
EventsBaseTask.csv,desc_jp,断幺九を含めて1回あがる,断幺九を含めて1回あがる
EventsBaseTask.csv,desc_jp,ドラ・赤ドラ・裏ドラのいずれかを含めて1回あがる,ドラ・赤ドラ・裏ドラのいずれかを含めて1回あがる
EventsBaseTask.csv,desc_jp,自風を含めて1回和了する,自風を含めて1回和了する
EventsBaseTask.csv,desc_jp,平和を含めて2回和了する,平和を含めて2回和了する
EventsBaseTask.csv,desc_jp,ドラを含む役で10回和了する,ドラを含む役で10回和了する
EventsBaseTask.csv,desc_jp,門前清自摸を含めて2回和了する,門前清自摸を含めて2回和了する
EventsBaseTask.csv,desc_jp,白を含めて2回和了する,白を含めて2回和了する
EventsBaseTask.csv,desc_jp,赤ドラを含めて5回和了する,赤ドラを含めて5回和了する
EventsBaseTask.csv,desc_jp,一飜の役を含めて10回和了する,一飜の役を含めて10回和了する
EventsBaseTask.csv,desc_jp,発を含めて2回和了する,発を含めて2回和了する
EventsBaseTask.csv,desc_jp,一発を含めて1回和了する,一発を含めて1回和了する
EventsBaseTask.csv,desc_jp,裏ドラを含めて5回和了する,裏ドラを含めて5回和了する
EventsBaseTask.csv,desc_jp,対戦で合計88局放銃しないで最後まで打つ,対戦で合計88局放銃しないで最後まで打つ
EventsBaseTask.csv,desc_jp,中を含めて2回和了する,中を含めて2回和了する
EventsBaseTask.csv,desc_jp,二飜または以上の役を含めて2回和了する,二飜または以上の役を含めて2回和了する
EventsBaseTask.csv,desc_jp,対戦で合計8回ロン和了する,対戦で合計8回ロン和了する
EventsBaseTask.csv,desc_jp,雑貨屋でアイテムを2回購入する,雑貨屋でアイテムを2回購入する
EventsBaseTask.csv,desc_jp,七対子を含めて1回和了する,七対子を含めて1回和了する
EventsBaseTask.csv,desc_jp,場風を含めて1回和了する,場風を含めて1回和了する
EventsBaseTask.csv,desc_jp,ドラを含めて20回和了する,ドラを含めて20回和了する
EventsBaseTask.csv,desc_jp,燕返し,燕返し
EventsBaseTask.csv,desc_jp,槓振り,槓振り
EventsBaseTask.csv,desc_jp,十二落抬,十二落抬
EventsBaseTask.csv,desc_jp,五門斉,五門斉
EventsBaseTask.csv,desc_jp,三連刻,三連刻
EventsBaseTask.csv,desc_jp,一色三順,一色三順
EventsBaseTask.csv,desc_jp,一筒摸月,一筒摸月
EventsBaseTask.csv,desc_jp,九筒撈魚,九筒撈魚
EventsBaseTask.csv,desc_jp,人和,人和
EventsBaseTask.csv,desc_jp,大車輪,大車輪
EventsBaseTask.csv,desc_jp,大竹林,大竹林
EventsBaseTask.csv,desc_jp,大数隣,大数隣
EventsBaseTask.csv,desc_jp,石の上にも三年,石の上にも三年
EventsBaseTask.csv,desc_jp,大七星,大七星
EventsBaseTask.csv,desc_jp,立直を含めて6回和了する,立直を含めて6回和了する
EventsBaseTask.csv,desc_jp,ドラを含めて10回和了する,ドラを含めて10回和了する
EventsBaseTask.csv,desc_jp,門前清自摸を含めて3回和了する,門前清自摸を含めて3回和了する
EventsBaseTask.csv,desc_jp,役牌:白・發・中のいずれかを含めて3回あがる,役牌:白・發・中のいずれかを含めて3回あがる
EventsBaseTask.csv,desc_jp,配牌公開モードで2位以上を獲得,配牌公開モードで2位以上を獲得
EventsBaseTask.csv,desc_jp,裏ドラを含めて2回和了する,裏ドラを含めて2回和了する
EventsBaseTask.csv,desc_jp,累計33回和了,累計33回和了
EventsBaseTask.csv,desc_jp,対戦で合計10回ロン和了する,対戦で合計10回ロン和了する
EventsBaseTask.csv,desc_jp,倉庫で贈り物を1回奉納する,倉庫で贈り物を1回奉納する
EventsBaseTask.csv,desc_jp,役牌：自風牌・場風牌のいずれかを含めて2回和了する,役牌：自風牌・場風牌のいずれかを含めて2回和了する
EventsBaseTask.csv,desc_jp,役牌：自風牌・場風牌・三元牌のいずれかを含めて1回和了する,役牌：自風牌・場風牌・三元牌のいずれかを含めて1回和了する
EventsBaseTask.csv,desc_jp,対戦で2位以上を獲得,対戦で2位以上を獲得
EventsBaseTask.csv,desc_jp,一発・裏ドラ・門前清自摸和のいずれかを含めて1回和了する,一発・裏ドラ・門前清自摸和のいずれかを含めて1回和了する
EventsBaseTask.csv,desc_jp,二飜または以上の役を含めて1回和了する,二飜または以上の役を含めて1回和了する
EventsBaseTask.csv,desc_jp,断幺九または平和を含めて1回和了する,断幺九または平和を含めて1回和了する
EventsBaseTask.csv,desc_jp,一飜の役を含めて2回和了する,一飜の役を含めて2回和了する
EventsBaseTask.csv,desc_jp,一飜の役を含めて8回和了する,一飜の役を含めて8回和了する
EventsBaseTask.csv,desc_jp,龍の割目モードで2位以上を獲得,龍の割目モードで2位以上を獲得
EventsBaseTask.csv,desc_jp,役牌：白・發・中のいずれかを含めて2回和了する,役牌：白・發・中のいずれかを含めて2回和了する
EventsBaseTask.csv,desc_jp,累計28回和了,累計28回和了
EventsBaseTask.csv,desc_jp,七対子、対々和のいずれかを含めて1回和了する,七対子、対々和のいずれかを含めて1回和了する
EventsBaseTask.csv,desc_jp,断幺九を含めて3回和了する,断幺九を含めて3回和了する
EventsBaseTask.csv,desc_jp,赤ドラを含めて3回和了する,赤ドラを含めて3回和了する
EventsBaseTask.csv,desc_jp,周回数1周達成で入手,周回数1周達成で入手
EventsBaseTask.csv,desc_jp,周回数2周達成で入手,周回数2周達成で入手
EventsBaseTask.csv,desc_jp,周回数3周達成で入手,周回数3周達成で入手
EventsBaseTask.csv,desc_jp,周回数4周達成で入手,周回数4周達成で入手
EventsBaseTask.csv,desc_jp,周回数5周達成で入手,周回数5周達成で入手
EventsBaseTask.csv,desc_jp,周回数6周達成で入手,周回数6周達成で入手
EventsBaseTask.csv,desc_jp,周回数7周達成で入手,周回数7周達成で入手
EventsBaseTask.csv,desc_jp,周回数8周達成で入手,周回数8周達成で入手
EventsBaseTask.csv,desc_jp,周回数9周達成で入手,周回数9周達成で入手
EventsBaseTask.csv,desc_jp,周回数10周達成で入手,周回数10周達成で入手
EventsBaseTask.csv,desc_jp,試練階級はLv2に到達する,試練階級はLv2に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv3に到達する,試練階級はLv3に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv4に到達する,試練階級はLv4に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv5に到達する,試練階級はLv5に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv6に到達する,試練階級はLv6に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv8に到達する,試練階級はLv8に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv10に到達する,試練階級はLv10に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv15に到達する,試練階級はLv15に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv20に到達する,試練階級はLv20に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv25に到達する,試練階級はLv25に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv30に到達する,試練階級はLv30に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv35に到達する,試練階級はLv35に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv40に到達する,試練階級はLv40に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv45に到達する,試練階級はLv45に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv50に到達する,試練階級はLv50に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv55に到達する,試練階級はLv55に到達する
EventsBaseTask.csv,desc_jp,試練階級はLv60に到達する,試練階級はLv60に到達する
EventsBaseTask.csv,desc_jp,試練の道対局で最終順位1位を達成します,試練の道対局で最終順位1位を達成します
EventsBaseTask.csv,desc_jp,試練の道対局で最終順位2位を達成します,試練の道対局で最終順位2位を達成します
EventsBaseTask.csv,desc_jp,試練の道対局で最終順位3位を達成します,試練の道対局で最終順位3位を達成します
EventsBaseTask.csv,desc_jp,試練の道対局で最終順位4位を達成します,試練の道対局で最終順位4位を達成します
EventsBaseTask.csv,desc_jp,試練の道対局で和了（満貫未満）,試練の道対局で和了（満貫未満）
EventsBaseTask.csv,desc_jp,試練の道対局で和了（満貫）,試練の道対局で和了（満貫）
EventsBaseTask.csv,desc_jp,試練の道対局で和了（跳満）,試練の道対局で和了（跳満）
EventsBaseTask.csv,desc_jp,試練の道対局で和了（倍満）,試練の道対局で和了（倍満）
EventsBaseTask.csv,desc_jp,試練の道対局で和了（三倍満）,試練の道対局で和了（三倍満）
EventsBaseTask.csv,desc_jp,試練の道対局で和了（役満または以上）,試練の道対局で和了（役満または以上）
EventsBaseTask.csv,desc_jp,今週の対局数,今週の対局数
EventsBaseTask.csv,desc_jp,,
EventsBaseTask.csv,desc_jp,1局対戦します,1局対戦します
EventsBaseTask.csv,desc_jp,2局対戦します,2局対戦します
EventsBaseTask.csv,desc_jp,3局対戦します,3局対戦します
EventsBaseTask.csv,desc_jp,4局対戦します,4局対戦します
EventsBaseTask.csv,desc_jp,5局対戦します,5局対戦します
EventsBaseTask.csv,desc_jp,最終順位三位以上を1回達成します,最終順位三位以上を1回達成します
EventsBaseTask.csv,desc_jp,最終順位三位以上を2回達成します,最終順位三位以上を2回達成します
EventsBaseTask.csv,desc_jp,最終順位三位以上を3回達成します,最終順位三位以上を3回達成します
EventsBaseTask.csv,desc_jp,最終順位三位以上を4回達成します,最終順位三位以上を4回達成します
EventsBaseTask.csv,desc_jp,最終順位三位以上を5回達成します,最終順位三位以上を5回達成します
EventsBaseTask.csv,desc_jp,最終順位二位以上を1回達成します,最終順位二位以上を1回達成します
EventsBaseTask.csv,desc_jp,最終順位二位以上を2回達成します,最終順位二位以上を2回達成します
EventsBaseTask.csv,desc_jp,最終順位二位以上を3回達成します,最終順位二位以上を3回達成します
EventsBaseTask.csv,desc_jp,最終順位二位以上を4回達成します,最終順位二位以上を4回達成します
EventsBaseTask.csv,desc_jp,最終順位二位以上を5回達成します,最終順位二位以上を5回達成します
EventsBaseTask.csv,desc_jp,最終順位一位以上を1回達成します,最終順位一位以上を1回達成します
EventsBaseTask.csv,desc_jp,最終順位一位以上を2回達成します,最終順位一位以上を2回達成します
EventsBaseTask.csv,desc_jp,最終順位一位以上を3回達成します,最終順位一位以上を3回達成します
EventsBaseTask.csv,desc_jp,最終得点25000点以上を1回達成します,最終得点25000点以上を1回達成します
EventsBaseTask.csv,desc_jp,最終得点25000点以上を2回達成します,最終得点25000点以上を2回達成します
EventsBaseTask.csv,desc_jp,最終得点25000点以上を3回達成します,最終得点25000点以上を3回達成します
EventsBaseTask.csv,desc_jp,最終得点25000点以上を4回達成します,最終得点25000点以上を4回達成します
