location,context,source,target
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に2位以上を連続5回獲得する,"등급전・3인 마작 대국에서, 최종 순위 2위 이상을 연속 5회 달성"
AchievementAchievement.csv,name_jp,三垣・無敗の伝説,3인 마작・전설의 무패
AchievementAchievement.csv,desc_jp,段位戦・三人麻雀の対局で、終局時に2位以上を連続10回獲得する,"등급전・3인 마작 대국에서, 최종 순위 2위 이상을 연속 10회 달성"
AchievementAchievement.csv,name_jp,自分自身で成すべきこと,스스로도 잘해요
AchievementAchievement.csv,desc_jp,段位戦の対局で、「門前清自摸和」を1回和了する,등급전 대국에서 「멘젠 쯔모」으로 1회 화료하기
AchievementAchievement.csv,name_jp,宣戦布告,선전포고
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を1回和了する,등급전 대국에서 「리치」으로 1회 화료하기
AchievementAchievement.csv,name_jp,その槓成立せず！,그 깡은 성립하지 않아!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「槍槓」を1回和了する,등급전 대국에서 「창깡」으로 1회 화료하기
AchievementAchievement.csv,name_jp,高嶺の花,"예감, 피었습니다"
AchievementAchievement.csv,desc_jp,段位戦の対局で、「嶺上開花」を1回和了する,등급전 대국에서 「영상개화」으로 1회 화료하기
AchievementAchievement.csv,name_jp,海底に映る美しい月,아름다운 해저의 달빛
AchievementAchievement.csv,desc_jp,段位戦の対局で、「海底撈月」を1回和了する,등급전 대국에서 「해저로월」으로 1회 화료하기
AchievementAchievement.csv,name_jp,美味しい魚は河底にあり,맛있는 생선은 하저에 있다
AchievementAchievement.csv,desc_jp,段位戦の対局で、「河底撈魚」を1回和了する,등급전 대국에서 「하저로어」으로 1회 화료하기
AchievementAchievement.csv,name_jp,雪膚,백옥
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を1回和了する,등급전 대국에서 「역패：백」으로 1회 화료하기
AchievementAchievement.csv,name_jp,青糸,고운 머리
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を1回和了する,등급전 대국에서 「역패：발」으로 1회 화료하기
AchievementAchievement.csv,name_jp,朱唇,붉은 입술
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を1回和了する,등급전 대국에서 「역패：중」으로 1회 화료하기
AchievementAchievement.csv,name_jp,一方通行,일방통행
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：自風牌」を1回和了する,등급전 대국에서 「역패：자풍패」으로 1회 화료하기
AchievementAchievement.csv,name_jp,四方の旅人,사방신기
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：場風牌」を1回和了する,등급전 대국에서 「역패：장풍패」으로 1회 화료하기
AchievementAchievement.csv,name_jp,タンニャオにゃ！！,탕야오냥!!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を1回和了する,등급전 대국에서 「탕야오」으로 1회 화료하기
AchievementAchievement.csv,name_jp,コピー機,Ctrl C+V
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一盃口」を1回和了する,등급전 대국에서 「이페코」으로 1회 화료하기
AchievementAchievement.csv,name_jp,心の平和,마음의 평화
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を1回和了する,등급전 대국에서 「핑후」으로 1회 화료하기
AchievementAchievement.csv,name_jp,変なのが混ざっちゃった,뭔가 섞였지만
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混全帯幺九」を1回和了する,등급전 대국에서 「찬타」으로 1회 화료하기
AchievementAchievement.csv,name_jp,☆123456789☆,☆123456789☆
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一気通貫」を1回和了する,등급전 대국에서 「일기통관」으로 1회 화료하기
AchievementAchievement.csv,name_jp,語呂がいい役名その一,3명이선 못하는 역
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三色同順」を1回和了する,등급전 대국에서 「삼색동순」으로 1회 화료하기
AchievementAchievement.csv,name_jp,役満失敗の慰め,역만 실패 아깝다!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「ダブル立直」を1回和了する,등급전 대국에서 「더블 리치」으로 1회 화료하기
AchievementAchievement.csv,name_jp,知らない子ですね,희귀역 +1
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三色同刻」を1回和了する,등급전 대국에서 「삼색동각」으로 1회 화료하기
AchievementAchievement.csv,name_jp,混沌にして悪,잘 살아보세
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三槓子」を1回和了する,등급전 대국에서 「산깡쯔」으로 1회 화료하기
AchievementAchievement.csv,name_jp,ポンポンポン,다함께 퐁퐁퐁
AchievementAchievement.csv,desc_jp,段位戦の対局で、「対々和」を1回和了する,등급전 대국에서 「또이또이」으로 1회 화료하기
AchievementAchievement.csv,name_jp,これ四暗刻じゃないんだ,나 스안커 아니다
AchievementAchievement.csv,desc_jp,段位戦の対局で、「三暗刻」を1回和了する,등급전 대국에서 「산안커」으로 1회 화료하기
AchievementAchievement.csv,name_jp,怖かった？,태풍을 부를뻔한 소삼원
AchievementAchievement.csv,desc_jp,段位戦の対局で、「小三元」を1回和了する,등급전 대국에서 「소삼원」으로 1회 화료하기
AchievementAchievement.csv,name_jp,字牌は嫌だ…,아이 러브 자패
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混老頭」を1回和了する,등급전 대국에서 「혼노두」으로 1회 화료하기
AchievementAchievement.csv,name_jp,両手に花,양손의 꽃
AchievementAchievement.csv,desc_jp,段位戦の対局で、「七対子」を1回和了する,등급전 대국에서 「치또이쯔」으로 1회 화료하기
AchievementAchievement.csv,name_jp,純潔無垢,"깨끗, 편안"
AchievementAchievement.csv,desc_jp,段位戦の対局で、「純全帯幺九」を1回和了する,등급전 대국에서 「준찬타」으로 1회 화료하기
AchievementAchievement.csv,name_jp,左から切る,선자름 후생각
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を1回和了する,등급전 대국에서 「혼일색」으로 1회 화료하기
AchievementAchievement.csv,name_jp,七対子って言ってたのに！,치또이쯔보단 량페코
AchievementAchievement.csv,desc_jp,段位戦の対局で、「二盃口」を1回和了する,등급전 대국에서 「량페코」으로 1회 화료하기
AchievementAchievement.csv,name_jp,何を待っているんだろう,혹시 대기패가?
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清一色」を1回和了する,등급전 대국에서 「청일색」으로 1회 화료하기
AchievementAchievement.csv,name_jp,未来予知,미친 감각
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を1回和了する,등급전 대국에서 「일발」으로 1회 화료하기
AchievementAchievement.csv,name_jp,キラキラ,반짝반짝
AchievementAchievement.csv,desc_jp,段位戦の対局で、「ドラ」を1回和了する,등급전 대국에서 「도라」으로 1회 화료하기
AchievementAchievement.csv,name_jp,赤いキラキラ,붉은색도 반짝반짝
AchievementAchievement.csv,desc_jp,段位戦の対局で、「赤ドラ」を1回和了する,등급전 대국에서 「적도라」으로 1회 화료하기
AchievementAchievement.csv,name_jp,隠されたキラキラ,뒷면도 반짝반짝
AchievementAchievement.csv,desc_jp,段位戦の対局で、「裏ドラ」を1回和了する,등급전 대국에서 「뒷도라」으로 1회 화료하기
AchievementAchievement.csv,name_jp,明かされたキラキラ,3인 마작은 반짝반짝
AchievementAchievement.csv,desc_jp,段位戦の対局で、「抜きドラ」を1回和了する,등급전 대국에서 「북도라」으로 1회 화료하기
AchievementAchievement.csv,name_jp,君の聴牌は何の意味もない,당신의 유국 내 점수로 대체되었다
AchievementAchievement.csv,desc_jp,段位戦の対局で、「流し満貫」を1回達成する,등급전 대국에서 「유국만관」을 1회 달성하기
AchievementAchievement.csv,name_jp,私の10000点どこいった？,당신은 이것으로 1만점을 쓰셨군요
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を10回和了する,등급전 대국에서 「리치」으로 10회 화료하기
AchievementAchievement.csv,name_jp,私の100000点どこいった？,당신은 이것으로 10만점을 쓰셨군요
AchievementAchievement.csv,desc_jp,段位戦の対局で、「立直」を100回和了する,등급전 대국에서 「리치」으로 100회 화료하기
AchievementAchievement.csv,name_jp,運命予知,"감각적, 혹은 운명적"
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を10回和了する,등급전 대국에서 「일발」으로 10회 화료하기
AchievementAchievement.csv,name_jp,量子コンピューター,운명적 한발
AchievementAchievement.csv,desc_jp,段位戦の対局で、「一発」を100回和了する,등급전 대국에서 「일발」으로 100회 화료하기
AchievementAchievement.csv,name_jp,心身平静,세계 평화
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を10回和了する,등급전 대국에서 「핑후」으로 10회 화료하기
AchievementAchievement.csv,name_jp,世界平和,우주 평화
AchievementAchievement.csv,desc_jp,段位戦の対局で、「平和」を100回和了する,등급전 대국에서 「핑후」으로 100회 화료하기
AchievementAchievement.csv,name_jp,タンニャオにゃにゃ！！,탕야오냐냥!!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を10回和了する,등급전 대국에서 「탕야오」으로 10회 화료하기
AchievementAchievement.csv,name_jp,タンニャオにゃにゃにゃ！！,탕야오냐냐냥!!!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「断幺九」を100回和了する,등급전 대국에서 「탕야오」으로 100회 화료하기
AchievementAchievement.csv,name_jp,ひたすら左から切ればいい,선자름 선생각
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を10回和了する,등급전 대국에서 「혼일색」으로 10회 화료하기
AchievementAchievement.csv,name_jp,ただひたすら左から切るのみ,선생각 후자름
AchievementAchievement.csv,desc_jp,段位戦の対局で、「混一色」を100回和了する,등급전 대국에서 「혼일색」으로 100회 화료하기
AchievementAchievement.csv,name_jp,いったい何を待っているんだろう,혹시 대기패가??
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清一色」を10回和了する,등급전 대국에서 「청일색」으로 10회 화료하기
AchievementAchievement.csv,name_jp,東風の願いⅠ,동풍이 분다Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を5回和了する,등급전 대국에서 「역패：동」으로 5회 화료하기
AchievementAchievement.csv,name_jp,東風の願いⅡ,동풍이 분다Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を50回和了する,등급전 대국에서 「역패：동」으로 50회 화료하기
AchievementAchievement.csv,name_jp,東風の願いⅢ,동풍이 분다Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を100回和了する,등급전 대국에서 「역패：동」으로 100회 화료하기
AchievementAchievement.csv,name_jp,東風の願いⅣ,동풍이 분다Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：東」を500回和了する,등급전 대국에서 「역패：동」으로 500회 화료하기
AchievementAchievement.csv,name_jp,南風の温もりⅠ,남풍이 분다Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を5回和了する,등급전 대국에서 「역패：남」으로 5회 화료하기
AchievementAchievement.csv,name_jp,南風の温もりⅡ,남풍이 분다Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を50回和了する,등급전 대국에서 「역패：남」으로 50회 화료하기
AchievementAchievement.csv,name_jp,南風の温もりⅢ,남풍이 분다Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を100回和了する,등급전 대국에서 「역패：남」으로 100회 화료하기
AchievementAchievement.csv,name_jp,南風の温もりⅣ,남풍이 분다Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：南」を500回和了する,등급전 대국에서 「역패：남」으로 500회 화료하기
AchievementAchievement.csv,name_jp,西風の野性Ⅰ,서풍이 분다Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を5回和了する,등급전 대국에서 「역패：서」으로 5회 화료하기
AchievementAchievement.csv,name_jp,西風の野性Ⅱ,서풍이 분다Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を50回和了する,등급전 대국에서 「역패：서」으로 50회 화료하기
AchievementAchievement.csv,name_jp,西風の野性Ⅲ,서풍이 분다Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を100回和了する,등급전 대국에서 「역패：서」으로 100회 화료하기
AchievementAchievement.csv,name_jp,西風の野性Ⅳ,서풍이 분다Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：西」を500回和了する,등급전 대국에서 「역패：서」으로 500회 화료하기
AchievementAchievement.csv,name_jp,北風の凛冽Ⅰ,북풍이 분다Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を5回和了する,등급전 대국에서 「역패：북」으로 5회 화료하기
AchievementAchievement.csv,name_jp,北風の凛冽Ⅱ,북풍이 분다Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を50回和了する,등급전 대국에서 「역패：북」으로 50회 화료하기
AchievementAchievement.csv,name_jp,北風の凛冽Ⅲ,북풍이 분다Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を100回和了する,등급전 대국에서 「역패：북」으로 100회 화료하기
AchievementAchievement.csv,name_jp,北風の凛冽Ⅳ,북풍이 분다Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：北」を500回和了する,등급전 대국에서 「역패：북」으로 500회 화료하기
AchievementAchievement.csv,name_jp,雪膚花貌Ⅰ,백옥피부Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を5回和了する,등급전 대국에서 「역패：백」으로 5회 화료하기
AchievementAchievement.csv,name_jp,雪膚花貌Ⅱ,백옥피부Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を50回和了する,등급전 대국에서 「역패：백」으로 50회 화료하기
AchievementAchievement.csv,name_jp,雪膚花貌Ⅲ,백옥피부Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を100回和了する,등급전 대국에서 「역패：백」으로 100회 화료하기
AchievementAchievement.csv,name_jp,雪膚花貌Ⅳ,백옥피부Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：白」を500回和了する,등급전 대국에서 「역패：백」으로 500회 화료하기
AchievementAchievement.csv,name_jp,青糸黒髪Ⅰ,고운 머릿결Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を5回和了する,등급전 대국에서 「역패：발」으로 5회 화료하기
AchievementAchievement.csv,name_jp,青糸黒髪Ⅱ,고운 머릿결Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を50回和了する,등급전 대국에서 「역패：발」으로 50회 화료하기
AchievementAchievement.csv,name_jp,青糸黒髪Ⅲ,고운 머릿결Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を100回和了する,등급전 대국에서 「역패：발」으로 100회 화료하기
AchievementAchievement.csv,name_jp,青糸黒髪Ⅳ,고운 머릿결Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：発」を500回和了する,등급전 대국에서 「역패：발」으로 500회 화료하기
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅰ,붉은 입술Ⅰ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を5回和了する,등급전 대국에서 「역패：중」으로 5회 화료하기
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅱ,붉은 입술Ⅱ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を50回和了する,등급전 대국에서 「역패：중」으로 50회 화료하기
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅲ,붉은 입술Ⅲ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を100回和了する,등급전 대국에서 「역패：중」으로 100회 화료하기
AchievementAchievement.csv,name_jp,朱唇皓歯Ⅳ,붉은 입술Ⅳ
AchievementAchievement.csv,desc_jp,段位戦の対局で、「役牌：中」を500回和了する,등급전 대국에서 「역패：중」으로 500회 화료하기
AchievementAchievement.csv,name_jp,四方風神,사방풍신
AchievementAchievement.csv,desc_jp,東風の願いⅢ・南風の温もりⅢ・西風の野性Ⅲ・北風の凛冽Ⅲを達成する,동풍이 분다Ⅲ・남풍이 분다Ⅲ・서풍이 분다Ⅲ・북풍이 분다Ⅲ를 달성하기
AchievementAchievement.csv,name_jp,傾国の美貌,폐월수화
AchievementAchievement.csv,desc_jp,雪膚花貌Ⅲ・青糸黒髪Ⅲ・朱唇皓歯Ⅲを達成する,백옥피부Ⅲ・고운 머릿결Ⅲ・붉은 입술Ⅲ를 달성하기
AchievementAchievement.csv,name_jp,1飜役種全種制覇！,1판 역 정복!
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての1飜の役を1回ずつ和了する,등급전 대국에서 모든 1판 역을 1번씩 해보기
AchievementAchievement.csv,name_jp,2飜役種全種制覇！,2판 역 정복!
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての2飜の役を1回ずつ和了する,등급전 대국에서 모든 2판 역을 1번씩 해보기
AchievementAchievement.csv,name_jp,3-6飜役種全種制覇！,3-6판 역 정복!
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての3-6飜の役を1回ずつ和了する,등급전 대국에서 모든 3-6판 역을 1번씩 해보기
AchievementAchievement.csv,name_jp,天の加護,하늘이 내려준 화료
AchievementAchievement.csv,desc_jp,段位戦の対局で、「天和」を1回和了する,등급전 대국에서 「천화」으로 1회 화료하기
AchievementAchievement.csv,name_jp,地の加護,땅에서 솟아난 화료
AchievementAchievement.csv,desc_jp,段位戦の対局で、「地和」を1回和了する,등급전 대국에서 「지화」으로 1회 화료하기
AchievementAchievement.csv,name_jp,三位一体,삼위일체
AchievementAchievement.csv,desc_jp,段位戦の対局で、「大三元」を1回和了する,등급전 대국에서 「대삼원」으로 1회 화료하기
AchievementAchievement.csv,name_jp,深謀遠慮,미래예지
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四暗刻」を1回和了する,등급전 대국에서 「스안커」으로 1회 화료하기
AchievementAchievement.csv,name_jp,一色通行,자패 수집가
AchievementAchievement.csv,desc_jp,段位戦の対局で、「字一色」を1回和了する,등급전 대국에서 「자일색」으로 1회 화료하기
AchievementAchievement.csv,name_jp,世界巨樹,세계수
AchievementAchievement.csv,desc_jp,段位戦の対局で、「緑一色」を1回和了する,등급전 대국에서 「녹일색」으로 1회 화료하기
AchievementAchievement.csv,name_jp,五芒の輝き,"자, 이제 헤어질 시간이야"
AchievementAchievement.csv,desc_jp,段位戦の対局で、「清老頭」を1回和了する,등급전 대국에서 「청로두」으로 1회 화료하기
AchievementAchievement.csv,name_jp,国士無双,국사무쌍
AchievementAchievement.csv,desc_jp,段位戦の対局で、「国士無双」を1回和了する,등급전 대국에서 「국사무쌍」으로 1회 화료하기
AchievementAchievement.csv,name_jp,風神の祈り,알키오네
AchievementAchievement.csv,desc_jp,段位戦の対局で、「小四喜」を1回和了する,등급전 대국에서 「소사희」으로 1회 화료하기
AchievementAchievement.csv,name_jp,十八羅漢,십팔나한
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四槓子」を1回和了する,등급전 대국에서 「스깡쯔」으로 1회 화료하기
AchievementAchievement.csv,name_jp,九仞之功,마지막 걸음
AchievementAchievement.csv,desc_jp,段位戦の対局で、「九蓮宝燈」を1回和了する,등급전 대국에서 「구련보등」으로 1회 화료하기
AchievementAchievement.csv,name_jp,九品蓮台,9개의 길
AchievementAchievement.csv,desc_jp,段位戦の対局で、「純正九蓮宝燈」を1回和了する,등급전 대국에서 「순정 구련보등」으로 1회 화료하기
AchievementAchievement.csv,name_jp,一撃必殺,일격필살!
AchievementAchievement.csv,desc_jp,段位戦の対局で、「四暗刻単騎」を1回和了する,등급전 대국에서 「스안커 단기」으로 1회 화료하기
AchievementAchievement.csv,name_jp,全面聴牌,고금무쌍
AchievementAchievement.csv,desc_jp,段位戦の対局で、「国士無双十三面待ち」を1回和了する,등급전 대국에서 「국사무쌍 13면 대기」으로 1회 화료하기
AchievementAchievement.csv,name_jp,風神召喚,아이올로스
AchievementAchievement.csv,desc_jp,段位戦の対局で、「大四喜」を1回和了する,등급전 대국에서 「대사희」으로 1회 화료하기
AchievementAchievement.csv,name_jp,団結の力,우리는 하나다
AchievementAchievement.csv,desc_jp,段位戦の対局で、数え役満を1回和了する,등급전 대국에서 카조에 역만으로 1회 화료하기
AchievementAchievement.csv,name_jp,天佑神助,천우신조
AchievementAchievement.csv,desc_jp,段位戦の対局で、すべての役満を1回ずつ和了する,등급전 대국에서 모든 역만을 1번씩 해보기
AchievementAchievement.csv,name_jp,降臨する祈り,치유의 기도
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を1回和了する（数え役満を含む）,등급전 대국에서 역만으로 1회 화료하기 (카조에 역만 포함)
AchievementAchievement.csv,name_jp,駆け巡る祈り,천상에 울려퍼지는 아리아
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を10回和了する（数え役満を含む）,등급전 대국에서 역만으로 10회 화료하기 (카조에 역만 포함)
AchievementAchievement.csv,name_jp,祈りと共に,눈부신 영광
AchievementAchievement.csv,desc_jp,段位戦の対局で、役満を100回和了する（数え役満を含む）,등급전 대국에서 역만으로 100회 화료하기 (카조에 역만 포함)
AchievementAchievement.csv,name_jp,龍の誕生,용의 탄생
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を10回する,등급전 대국에서 론 화료를 10회 하기
AchievementAchievement.csv,name_jp,龍の吐息,용의 숨결
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を100回する,등급전 대국에서 론 화료를 100회 하기
AchievementAchievement.csv,name_jp,龍の囁き,용의 속삭임
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を1000回する,등급전 대국에서 론 화료를 1000회 하기
AchievementAchievement.csv,name_jp,龍の咆哮,용의 포효
AchievementAchievement.csv,desc_jp,段位戦の対局で、ロン和了を5000回する,등급전 대국에서 론 화료를 5000회 하기
AchievementAchievement.csv,name_jp,鳳の誕生,봉황의 탄생
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を10回する,등급전 대국에서 쯔모 화료를 10회 하기
AchievementAchievement.csv,name_jp,鳳の吐息,봉황의 숨결
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を100回する,등급전 대국에서 쯔모 화료를 100회 하기
AchievementAchievement.csv,name_jp,鳳の囁き,봉황의 속삭임
AchievementAchievement.csv,desc_jp,段位戦の対局で、ツモ和了を1000回する,등급전 대국에서 쯔모 화료를 1000회 하기
